S.I.I. - S.P.A. - SERVIZIO IDRICO INTEGRATO DEL BIELLESE E VERCELLESE SIGLABILE S.I.I. - S.P.A.,255,7452,12984,high,11/19/2009,11,19,200
AZIENDA PER LA MOBILITA' DELLA CITTA' DI CATANZARO - S.P.A. IN FORMA ABBREVIATA A.M.C. - S.P.A.,11,827,12980,low,11/2/2009,11,2,200
SFIRS,240,7644,12969,high,7/29/2009,7,29,200
A.L.S.I.A. (AGENZIA LUCANA DI SVILUPPO E DI INNOVAZIONE IN AGRICOLTURA),241,9559,12935,high,11/20/2009,11,20,200
SOCIETA' DELLE ENTRATE PISA S.P.A. IN FORMA ABBREVIATA S.E.PI S.P.A.,242,7769,12934,high,11/10/2008,11,10,200
ATER - Pordenone,11,8775,12882,low,11/2/2009,11,2,200
ERDiSU di Trieste,244,8832,12878,high,11/1/2008,11,1,200
CISA CONSORZIO INTERCOMUNALE SERVIZI PER L'AMBIENTE,245,8956,12871,high,11/1/2008,11,1,200
COSMO S.P.A.,246,5171,12849,high,7/1/2009,7,1,200
AGNO-CHIAMPO-AMBIENTE - SRL,11,247,12841,low,11/2/2009,11,2,200
Azienda speciale per i servizi antincendi e la protezione civile (Amministrazione separata della provincia),248,9901,12838,high,1/4/2010,1,4,201
CAMERA DI COMMERCIO DI CUNEO,249,8474,12832,high,1/13/2010,1,13,201
PORTO ANTICO DI GENOVA S.P.A.,250,7187,12821,high,2/1/2008,2,1,200
Consorzio di Bacino Salerno 1,251,9451,12821,high,6/17/2009,6,17,200
Camera di Commercio di Catania,252,9747,12795,high,11/18/2009,11,18,200
MUSEO NAZIONALE DEL CINEMA - FONDAZIONE MARIA ADRIANA PROLO,253,8494,12774,high,11/19/2009,11,19,200
FISCIANO SVILUPPO S.P.A.,254,5715,12771,high,11/19/2009,11,19,200
Parco Nazionale delle Cinque Terre,255,8995,12764,high,11/19/2009,11,19,200
NET SERVICE S.R.L.,11,6959,12759,low,11/2/2009,11,2,200
Consorzio dei comuni della Valle d'Aosta - Bacino Imbrifero Montano Dora Baltea,240,8515,12739,high,7/29/2009,7,29,200
PREALPI GAS S.R.L.,241,7206,12730,high,11/20/2009,11,20,200
S.A.A.P.A. S.P.A.,242,7421,12710,high,11/10/2008,11,10,200
SOCIETA' PISTOIESE DI EDILIZIA SOCIALE S.C.R.L,11,7875,12682,low,11/2/2009,11,2,200
ATO CONSORZIO OBBLIGATORIO COMUNI DEL VERCELLESE E DELLA VALSESIA PER LA GESTIONE DEI RIFIUTI URBANI DELLA PROVINCIA DI VERCELLI - C.O.VE.VA.R.,244,8899,12654,high,11/1/2008,11,1,200
Consorzio di Bonifica dei Bacini del Tirreno Cosentino (ex Lao),245,9590,12653,high,11/1/2008,11,1,200
Consorzio di Bonifica Alto Jonio Reggino (ex Caulonia),246,9585,12604,high,7/1/2009,7,1,200
A.C.I.A.M. S.P.A,11,25,12510,low,11/2/2009,11,2,200
AZIENDA SPECIALE SERVIZI BASSA REGGIANA,248,9065,12488,high,1/4/2010,1,4,201
CASALASCA SERVIZI S.P.A.,249,1339,12485,high,1/13/2010,1,13,201
PLURISERVIZI CAMAIORE S.P.A.,250,7156,12434,high,2/1/2008,2,1,200
Autorita' Portuale del Levante,251,9545,12433,high,6/17/2009,6,17,200
AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE DELLA PROVINCIA DI VICENZA,252,8629,12425,high,11/18/2009,11,18,200
APM Azienda Pluriservizi - Monterotondo,253,9286,12393,high,11/19/2009,11,19,200
CRS4 s.c.a.r.l.,254,9764,12378,high,11/19/2009,11,19,200
C.C.I.I.A. di Massa Carrara,255,9162,12355,high,11/19/2009,11,19,200
PASUBIO GROUP S.P.A.,11,7092,12337,low,11/2/2009,11,2,200
CONSORZIO PROVINCIALE DELLA BRIANZA MILANESE PER LO SMALTIMENTO DEI RIFIUTI SOLIDI URBANI,248,8534,12325,high,1/4/2010,1,4,201
INTERVENTI GEO AMBIENTALI S.P.A. IN LIQUIDAZIONE OPPURE CON L'ACRONIMO I.GE.A. S.P.A. IN LIQUIDAZIONE,249,6158,12318,high,1/13/2010,1,13,201
A.L.S.I. - ALTO LAMBRO SERVIZI IDRICI S.P.A.,250,42,12298,high,2/1/2008,2,1,200
Autorità Portuale di Palermo,251,9757,12285,high,6/17/2009,6,17,200
ALER Monza e Brianza,252,8576,12230,high,11/18/2009,11,18,200
ALER MANTOVA,253,8612,12230,high,11/19/2009,11,19,200
ASCOLI SERVIZI COMUNALI S.R.L.,254,482,12199,high,11/19/2009,11,19,200
Consorzio Bonifica Stornara e Tara,255,9524,12172,high,11/19/2009,11,19,200
GRETA ALTO VICENTINO S.R.L.,11,5982,12122,low,11/2/2009,11,2,200
APT SERVIZI SOCIETA' A RESPONSABILITA' LIMITATA,240,434,12122,high,7/29/2009,7,29,200
AREA S.P.A.,241,453,12099,high,11/20/2009,11,20,200
ISTITUZIONE DI SERVIZI SOCIALI  DAVIDE DRUDI ,242,9108,12077,high,11/10/2008,11,10,200
Consorzio A.S.I. Avellimo,11,9484,12068,low,11/2/2009,11,2,200
CCIAA di Trieste,244,8836,12023,high,11/1/2008,11,1,200
ALER LECCO,245,8618,11987,high,11/1/2008,11,1,200
AZIENDA SERVIZI PUBBLICI SILE PIAVE IN FORMA ABBREVIATA SILE PIAVE S.P.A.,246,875,11980,high,7/1/2009,7,1,200
QUALITA' E SERVIZI S.P.A.,11,7321,11936,low,11/2/2009,11,2,200
CBL SPA,248,1421,11927,high,1/4/2010,1,4,201
CCIAA di Udine,249,8837,11906,high,1/13/2010,1,13,201
A.T.E.R. della Provincia di Viterbo,250,9264,11895,high,2/1/2008,2,1,200
Ala Servizi ASM,251,9287,11859,high,6/17/2009,6,17,200
LEGNAGO SERVIZI S.P.A. IN SIGLA LE.SE. S.P.A.,252,6331,11856,high,11/18/2009,11,18,200
ACER FERRARA - FERRARA (FE),253,9111,11841,high,11/19/2009,11,19,200
AZIENDA ENERGETICA VALTELLINA VALCHIAVENNA S.P.A.,254,752,11837,high,11/19/2009,11,19,200
Camera di Commercio Industria Artigianato e Agricoltura Foggia,255,9541,11811,high,11/19/2009,11,19,200
Consorzio ASI Potenza (CONSORZIO PER LO SVILUPPO INDUSTRIALE PER LA PROVINCIA DI POTENZA),11,9570,11811,low,11/2/2009,11,2,200
AMA - Azienda della Mobilità Aquilana S.p.A.,240,9344,11808,high,7/29/2009,7,29,200
PARMAINFANZIA S.P.A.,241,7088,11796,high,11/20/2009,11,20,200
I.R.F.I.S. medio credito della sicilia spa (IRFIS Finsicilia S.p.A.),242,6053,11760,high,11/10/2008,11,10,200
INTERCOMUNALE TELECOMUNICAZIONI ENERGIA SERVIZI ACQUA S.P.A. O INTESA S.P.A.,11,6144,11758,low,11/2/2009,11,2,200
TRAPANI SERVIZI S.P.A,244,8119,11753,high,11/1/2008,11,1,200
SERCHIO VERDE AMBIENTE S.P.A. IN LIQUIDAZIONE,245,7584,11744,high,11/1/2008,11,1,200
CIS CONSORZIO INTERCOMUNALE SERVIZI SOCIO - ASS.LI CIRIE',246,8925,11690,high,7/1/2009,7,1,200
ACER RAVENNA - RAVENNA (RA),11,9115,11653,low,11/2/2009,11,2,200
Sardegna Promozione,248,9771,11633,high,1/4/2010,1,4,201
VEA ENERGIA AMBIENTE S.R.L.,249,8375,11630,high,1/13/2010,1,13,201
ASM ROVIGO S.P.A.,250,503,11617,high,2/1/2008,2,1,200
CONSORZIO DI BONIFICA 2ø GRADO PER IL CANALE EMILIANO ROMAGNOLO,251,8996,11588,high,6/17/2009,6,17,200
ALTO LURA SRL,252,303,11552,high,11/18/2009,11,18,200
Autorità Portuale di Augusta,253,9755,11549,high,11/19/2009,11,19,200
WEBRED S.P.A.,254,8448,11510,high,11/19/2009,11,19,200
GENIA SPA IN LIQUIDAZIONE,255,5920,11505,high,11/19/2009,11,19,200
GE.SE.SA. - GESTIONE SERVIZI SANNIO S.P.A.,11,5881,11490,low,11/2/2009,11,2,200
CASORIA AMBIENTE S.P.A.,240,1347,11480,high,7/29/2009,7,29,200
FONDAZIONE ORCHESTRA REGIONALE TOSCANA,241,9173,11479,high,11/20/2009,11,20,200
ATA S.P.A.,242,659,11473,high,11/10/2008,11,10,200
FAR.COM. S.R.L.,11,5452,11468,low,11/2/2009,11,2,200
VENETO LAVORO,244,8622,11430,high,11/1/2008,11,1,200
Fondazione Casa di Riposo S. Spirito,245,9905,11422,high,11/1/2008,11,1,200
FONDAZIONE LA TRIENNALE DI MILANO,246,8604,11405,high,7/1/2009,7,1,200
Azienda Speciale Farmacie Municipali di Terni (ASFM),11,9199,11398,low,11/2/2009,11,2,200
CONSORZIO LODIGIANO PER I SERVIZI ALLA PERSONA,248,8541,11384,high,1/4/2010,1,4,201
Camera di Commercio Industria Artigianato Agricoltura di Latina,249,9294,11320,high,1/13/2010,1,13,201
Consorzio Bonifica Integrale Comprensorio Sarno (SA),250,9436,11307,high,2/1/2008,2,1,200
PUGLIAPROMOZIONE,251,9509,11245,high,6/17/2009,6,17,200
RAS Radiotelevisione Azienda Speciale (Amministrazione separata della provincia),252,9899,11235,high,11/18/2009,11,18,200
SOCIETA' DI COMMITTENZA REGIONE PIEMONTE S.P.A. SIGLABILE S.C.R. - PIEMONTE S.P.A.,253,7772,11230,high,11/19/2009,11,19,200
ALER PAVIA,254,8614,11219,high,11/19/2009,11,19,200
Consorzio Idrico Terra di Lavoro,255,9439,11150,high,11/19/2009,11,19,200
A.R.P.A.B ( AGENZIA REGIONALE PER LA PROTEZIONE DELL'AMBIENTE DELLA BASILICATA),11,9562,11131,low,11/2/2009,11,2,200
AZIENDA FARMACEUTICA MUNICIPALIZZATA S.P.A. ABBREVIATO A.F.M. S.P.A.,248,759,11128,high,1/4/2010,1,4,201
ACER REGGIO EMILIA - REGGIO EMILIA (RE),249,9116,11125,high,1/13/2010,1,13,201
Consorzio di bonifica Agro Pontino,250,9278,11111,high,2/1/2008,2,1,200
CONSORZIO INTERCOM.LE PER LA GESTIONE DEI SERVIZI SOCIO ASS.LI DELL'OVEST-TICINO ROMENTINO,251,8939,11083,high,6/17/2009,6,17,200
ASET HOLDING S.P.A.,252,493,11074,high,11/18/2009,11,18,200
CONSORZIO SERVIZI AMBIENTALI CO.SE.A.,253,9029,11056,high,11/19/2009,11,19,200
ERDiSU di Udine,254,8833,11023,high,11/19/2009,11,19,200
ACQUEDOTTI S.C.P.A.,255,136,11014,high,11/19/2009,11,19,200
STRETTO DI MESSINA - S.P.A. IN LIQUIDAZIONE,11,7955,10979,low,11/2/2009,11,2,200
SOCIETA' LINEA GAS ATTIVITA' SERVIZI S.R.L. IN FORMA ABBREVIATA SO.L.G.A.S. S.R.L.,240,7830,10944,high,7/29/2009,7,29,200
AZIENDA SERVIZI IGIENE AMBIENTALE (ASIA) - BENEVENTO - SPA,241,863,10936,high,11/20/2009,11,20,200
HYDROGEA S.P.A.,242,6038,10935,high,11/10/2008,11,10,200
SOGGETTO GESTORE DELL'EDILIZIA RESIDENZIALE PUBBLICA DELLA PROVINCIA DI LUCCA S.R.L.,11,7901,10885,low,11/2/2009,11,2,200
ALMA S.R.L. SCUOLA INTERNAZIONALE DI CUCINA ITALIANA,244,294,10885,high,11/1/2008,11,1,200
Consorzio di bonifica val d'era,245,9146,10861,high,11/1/2008,11,1,200
Consorzio Industriale Provinciale di Sassari,246,9801,10857,high,7/1/2009,7,1,200
Agenzia Regionale per la Protezione Ambientale - ARPA Molise,11,9368,10838,low,11/2/2009,11,2,200
FARMAVALDERA S.R.L.,248,5560,10836,high,1/4/2010,1,4,201
FARMAVALDARNO S.P.A.,249,5559,10822,high,1/13/2010,1,13,201
CEC CONSORZIO ECOLOGICO CUNEESE,250,8897,10806,high,2/1/2008,2,1,200
SALERNO SISTEMI SPA,251,7492,10799,high,6/17/2009,6,17,200
IACP Avellino,252,9472,10763,high,11/18/2009,11,18,200
AZIENDA SERVIZI MUNICIPALIZZATI DI MERANO S.P.A. % STADTWERKE MERAN AG,253,870,10732,high,11/19/2009,11,19,200
AATO Basilicata (AUTORITA' D'AMBITO OTTIMALE ),254,9578,10714,high,11/19/2009,11,19,200
ALBA S.R.L.,255,274,10673,high,11/19/2009,11,19,200
ASIS - Azienda speciale gestione impianti sportivi del Comune di Trento,11,9887,10635,low,11/2/2009,11,2,200
MUSEO D'ARTE MODERNA E CONTEMPORANEA,240,9833,10605,high,7/29/2009,7,29,200
AZIENDA SERVIZI VARI S.P.A. IN DICITURA ABBREVIATA A.S.V. S.P.A.,241,884,10603,high,11/20/2009,11,20,200
Camera di Commercio di Ancona,242,9238,10601,high,11/10/2008,11,10,200
CASA SERENA,11,1337,10481,low,11/2/2009,11,2,200
SORIS SOCIETA' RISCOSSIONI SpA,244,7916,10445,high,11/1/2008,11,1,200
CONSORZIO DELLA BONIFICA PARMENSE,245,8998,10429,high,11/1/2008,11,1,200
GESTIONE SERVIZI TERRITORIALI GESTE S.R.L.,246,5955,10427,high,7/1/2009,7,1,200
CONSORZIO INTERCOMUNALE SERVIZI SOCIO - ASS.LI DEI COMUNI DELL'ALESSANDRINO C.I.S.S.A.C.A ALESSANDRIA,11,8916,10425,low,11/2/2009,11,2,200
COMO SERVIZI URBANI S.P.A.,248,1626,10409,high,1/4/2010,1,4,201
MOLISE DATI - SOCIETA' INFORMATICA MOLISANA S.P.A.,249,6521,10378,high,1/13/2010,1,13,201
AUSINO - S.P.A. SERVIZI IDRICI INTEGRATI,250,686,10333,high,2/1/2008,2,1,200
Liceo Artistico Regionale  Renato Guttuso ,251,9661,10331,high,6/17/2009,6,17,200
Agenzia Regionale per lo Sviluppo Agricolo  Rurale e della Pesca (ARSARP),252,9370,10329,high,11/18/2009,11,18,200
AZIENDA MUNICIPALE GAS S.P.A.,253,793,10325,high,11/19/2009,11,19,200
FONDAZIONE EMILIA-ROMAGNA TEATRO - TEATRO STABILE PUBBLICO REGIONALE ( dal 2005 ),254,9077,10310,high,11/19/2009,11,19,200
CONSORZIO DESIO BRIANZA,255,8584,10276,high,11/19/2009,11,19,200
TERME MERANO S.P.A. % THERME MERAN A.G.,11,8062,10271,low,11/2/2009,11,2,200
CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI RAVENNA,240,9067,10255,high,7/29/2009,7,29,200
Camera di Commercio di Messina,241,9749,10250,high,11/20/2009,11,20,200
A.Di.S.U. Salerno,242,9421,10228,high,11/10/2008,11,10,200
SOCIETA' DI GESTIONE PER L'AEROPORTO DELLO STRETTO - SOGAS - SPA,11,7777,10215,low,11/2/2009,11,2,200
CAMERA DI COMMERCIO DI BERGAMO,244,8592,10198,high,11/1/2008,11,1,200
TRAMVIE ELETTRICHE BERGAMASCHE S.P.A. IN BREVE TEB S.P.A.,245,8116,10180,high,11/1/2008,11,1,200
Fincalabra S.p.A. Catanzaro,246,5679,10169,high,7/1/2009,7,1,200
Azienda Regionale Territoriale per l'Edilizia della Provincia di Savona (A.R.T.E.),11,8853,10154,low,11/2/2009,11,2,200
ARTEA - Agenzia regionale toscana per l'erogazioni in agricoltura -,248,9129,10118,high,1/4/2010,1,4,201
Consorzio Teatro Pubblico Pugliese,249,9520,10092,high,1/13/2010,1,13,201
CSQA CERTIFICAZIONI SRL,250,5196,10078,high,2/1/2008,2,1,200
BIBIONE SPIAGGIA S.R.L.,251,1046,10042,high,6/17/2009,6,17,200
AZIENDA SERVIZI FUNEBRI (DEL COMUNE DI GENOVA) SOCIETA' A RESPONSABILITA' LIMITATA,252,861,10041,high,11/18/2009,11,18,200
Cassa Regionale Credito Imprese Artigiane - CRIAS,253,9636,10016,high,11/19/2009,11,19,200
CONSORZIO ALTA E MEDIA PIANURA MANTOVANA,254,8524,10015,high,11/19/2009,11,19,200
SOCIETA' INTERCOMUNALE SERVIZI IDRICI S.R.L. SIGLABILE SISI S.R.L.,255,7821,10010,high,11/19/2009,11,19,200
CEINGE BIOTECNOLOGIE AVANZATE S.C. A R.L.,11,1429,10001,low,11/2/2009,11,2,200
Consorzio Universitario Archimede di Siracusa,248,9712,9984,high,1/4/2010,1,4,201
Soggiorno per anziani Fondazione Pitsch,249,9923,9954,high,1/13/2010,1,13,201
POMEZIA SERVIZI S.P.A.,250,7177,9891,high,2/1/2008,2,1,200
ERAP di Pesaro,251,9215,9875,high,6/17/2009,6,17,200
ATER ( AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE ) MATERA,252,9564,9818,high,11/18/2009,11,18,200
MA.NET S.R.L. CON SOCIO UNICO,253,6401,9813,high,11/19/2009,11,19,200
SARONNO SERVIZI S.P.A.,254,7533,9804,high,11/19/2009,11,19,200
AZIENDA SPECIALE MULTISERVIZI VIGEVANO,255,8574,9794,high,11/19/2009,11,19,200
SOCIETA' DEGLI INTERPORTI SICILIANI S.P.A.,11,7762,9750,low,11/2/2009,11,2,200
Azienda multiservizi Forte dei Marmi S.R.L unipersonale,240,9149,9732,high,7/29/2009,7,29,200
S.A.BA.R. SERVIZI SRL,241,7423,9706,high,11/20/2009,11,20,200
ALPI ACQUE SPA,242,295,9706,high,11/10/2008,11,10,200
FONDAZIONE RAVENNA MANIFESTAZIONI,11,9086,9673,low,11/2/2009,11,2,200
SERVIZI TERRITORIALI EST TRENTINO S.P.A.,244,7635,9659,high,11/1/2008,11,1,200
PROGETTO AMBIENTE S.P.A.,245,7218,9628,high,11/1/2008,11,1,200
FIERA BOLZANO S.P.A. % MESSE BOZEN AG,246,5643,9613,high,7/1/2009,7,1,200
SER.CO.P. - SERVIZI COMUNALI ALLA PERSONA,11,8544,9585,low,11/2/2009,11,2,200
LURA AMBIENTE S.P.A.,248,6393,9583,high,1/4/2010,1,4,201
E.R.S.U. di Messina,249,9743,9568,high,1/13/2010,1,13,201
JESISERVIZI S.R.L.,250,6252,9554,high,2/1/2008,2,1,200
MOBILITA' VERSILIA S.P.A,251,6518,9546,high,6/17/2009,6,17,200
ENTE VALORIZZAZIONE ACQUE MINERALI (E.V.A.M. S.P.A.) - SORGENTI E TERME DEL MONTE BELVEDERE - ALPI APUANE MASSA (MS),252,5381,9525,high,11/18/2009,11,18,200
BIC LAZIO - SOCIETA PER AZIONI,253,1048,9505,high,11/19/2009,11,19,200
Consorzio di Bonifica Ufficio dei Fiumi e Fossi Pisa,254,9131,9504,high,11/19/2009,11,19,200
SOSTARE S.R.L.,255,7917,9499,high,11/19/2009,11,19,200
A.M.A.CO.,11,45,9460,low,11/2/2009,11,2,200
SVILUPPO CAMPANIA S.P.A.,240,7970,9454,high,7/29/2009,7,29,200
S.T.R. SOCIETA' TRATTAMENTO RIFIUTI S.R.L.,241,7477,9449,high,11/20/2009,11,20,200
ATERP Azienda Territoriale per l'Edilizia Residenziale Pubblica - RC,242,9608,9412,high,11/10/2008,11,10,200
Consorzio di Bonifica Tirreno Vibonese,11,9600,9403,low,11/2/2009,11,2,200
Consorzio di bonifica n. 6 - Enna,244,9671,9388,high,11/1/2008,11,1,200
PORTO INDUSTRIALE DI LIVORNO S.P.A. IN FORMA ABBREVIATA SPIL S.P.A.,245,7194,9385,high,11/1/2008,11,1,200
ALTO GARDA SERVIZI S.P.A. IN SIGLA A.G.S. S.P.A.,246,302,9369,high,7/1/2009,7,1,200
RICICLA S.R.L.,11,7382,9353,low,11/2/2009,11,2,200
Consorzio per l'area di sviluppo industriale del Lazio (Roma-Latina),248,9271,9343,high,1/4/2010,1,4,201
C.C.I.A.A. Caserta,249,9486,9342,high,1/13/2010,1,13,201
SASSUOLO GESTIONI PATRIMONIALI SRL,250,7536,9334,high,2/1/2008,2,1,200
Camera di Commercio di Trapani,251,9753,9333,high,6/17/2009,6,17,200
SOGAERDYN SOCIETA' PER AZIONI,252,7899,9297,high,11/18/2009,11,18,200
Societa' Gestione Multipla S.p.A.,253,7803,9279,high,11/19/2009,11,19,200
S.T.E.A.T. (SOCIETA' TRASPORTI ETE - ASO - TENNA) PUBBLICI TRASPORTI - SOCIETA' PER AZIONI,254,7474,9276,high,11/19/2009,11,19,200
ADSU L'Aquila - Azienda per il Diritto agli Studi Universitari,255,9308,9267,high,11/19/2009,11,19,200
Consorzio di Bonifica Integrale dei Bacini Settentrionali del Cosentino,11,9596,9246,low,11/2/2009,11,2,200
S.C.R.P. SOCIETA' CREMASCA RETI E PATRIMONIO S.P.A.,240,7432,9239,high,7/29/2009,7,29,200
LIVORNO RETI ED IMPIANTI SPA IN LIQUIDAZIONE,241,6371,9226,high,11/20/2009,11,20,200
ATL TURISMO TORINO E PROVINCIA,242,8890,9215,high,11/10/2008,11,10,200
ESA-COM. S.P.A.,11,5396,9203,low,11/2/2009,11,2,200
MEDIO CHIAMPO SPA,244,6467,9188,high,11/1/2008,11,1,200
INFORMATICA ALTO ADIGE SPA % SUEDTIROLER INFORMATIK AG,245,6120,9187,high,11/1/2008,11,1,200
JESOLO TURISMO S.P.A.,246,6254,9184,high,7/1/2009,7,1,200
ISTITUTO PER LE PIANTE DA LEGNO E L'AMBIENTE I.P.L.A. SOCIETA' PER AZIONI,11,6206,9165,low,11/2/2009,11,2,200
CONSORZIO INTERCOMUNALE DEI SERVIZI SOCIO - ASS.LI PIANEZZA,248,8940,9159,high,1/4/2010,1,4,201
A.T.E.R. della Provincia di Rieti,249,9263,9119,high,1/13/2010,1,13,201
SERVIZI IDRICI ETNEI S.P.A.,250,7620,9092,high,2/1/2008,2,1,200
SORGEAQUA S.R.L.,251,7913,9091,high,6/17/2009,6,17,200
CAMERA DI COMMERCIO DI ALESSANDRIA,252,8514,9071,high,11/18/2009,11,18,200
CSSM CONSORZIO PER I SERVIZI SOCIO - ASS.LI MONREGALESE MONDOVI',253,8506,9071,high,11/19/2009,11,19,200
MULTISERVIZI CAERITE SPA,254,6925,9016,high,11/19/2009,11,19,200
CIC S.C.R.L.,255,8909,8992,high,11/19/2009,11,19,202
ATC ASTI,1,8876,8986,low,2/4/2010,2,4,201
ACQUE NORD S.R.L.,2,132,8973,low,8/3/2009,8,3,200
ATER L'Aquila - Azienda Territoriale per l'Edilizia Residenziale,3,9303,8969,low,11/12/2009,11,12,200
I.A.C.P. di Catania,4,9647,8968,low,3/11/2010,3,11,201
Azienda Servizi Igiene e Pubblica Utilita' Corato,5,9535,8959,low,10/12/2009,10,12,200
Camera di Commercio di Pesaro Urbino,6,9241,8953,low,6/30/2009,6,30,200
GEA - GESTIONI ECOLOGICHE E AMBIENTALI S.P.A. IN FORMA ABBREVIATA GEA S.P.A.,7,5882,8914,low,9/24/2009,9,24,200
Azienda regionale agricola di Alberese,8,9125,8891,low,10/29/2009,10,29,200
ERVET - EMILIA-ROMAGNA VALORIZZAZIONE ECONOMICA TERRITORIO SPA,9,5394,8876,low,11/16/2009,11,16,200
S.A.C.A S.P.A.-SERVIZI AMBIENTALI CENTRO ABRUZZO,10,7425,8842,low,10/28/2009,10,28,200
ACTA - Potenza (AZIENDA COMUNALE PER LA TUTELA AMBIENTALE),11,9577,8838,low,11/2/2009,11,2,200
IACP Caserta,12,9474,8831,low,11/2/2009,11,2,200
C.L.I.R. S.P.A.,13,1145,8822,low,11/2/2009,11,2,200
JULIA SERVIZI PIU' S.R.L.,14,6259,8816,low,11/2/2009,11,2,200
ERSU ANCONA,15,9208,8812,low,10/28/2009,10,28,200
Agenzia Regionale per lo Sviluppo Rurale ERSA - Gorizia,11,8771,8798,low,11/2/2009,11,2,200
Camera di Commercio di Macerata,17,9239,8779,low,11/13/2009,11,13,200
INRETE CONSORZIO SERVIZI SOCIALI IVREA (INTERVENTI E RELAZIONI TERRITORIALI),18,8933,8772,low,11/1/2009,11,1,200
SERVIZI AMBIENTALI SPA,19,7602,8750,low,3/24/2010,3,24,201
BRINDISI MULTISERVIZI S.R.L.,20,1096,8749,low,10/29/2009,10,29,200
Ente Autonomo  Fiera del Levante ,21,9502,8742,low,11/4/2009,11,4,200
MOSTRA D'OLTREMARE S.P.A.,22,6545,8741,low,10/1/2008,10,1,200
ERAP di Ascoli Piceno,23,9216,8730,low,10/30/2009,10,30,200
Terme di Chianciano immobiliare SpA, a leading CMO in Washington,8049,8724,"SEED Foundation, Inc.",75970,low,1/28/2010,1,28,201
CONSORZIO MUZZA - BASSA LODIGIANA,25,8529,8724,low,11/17/2009,11,17,200
FONDAZIONE TEATRO METASTASIO,11,9174,8683,low,11/2/2009,11,2,200
CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI FERRARA,27,9068,8658,low,3/1/2008,3,1,200
EDILIZIA PUBBLICA PRATESE S.P.A,28,5309,8652,low,10/1/2009,10,1,200
Consorzio di bonifica n. 2 - Palermo,29,9667,8651,medium,4/30/2010,4,30,201
A.SE.R-AZIENDA SERVIZI DEL RHODENSE S.P.A. (IN BREVE A.SE.R SPA),30,78,8651,medium,3/18/2010,3,18,201
APOFIL - AZIENDA PROVINCIALE ORIENTAMENTO FORMAZIONE E LAVORO,31,430,8649,medium,11/4/2009,11,4,200
FONDAZIONE I.D.I.S. Città della Scienza,32,9494,8638,medium,6/19/2009,6,19,200
FARMACIE COMUNALI EMPOLI - S.R.L.,33,5540,8622,medium,7/22/2009,7,22,200
Wohn- und Pflegeheim Mittleres Pustertal,34,9912,8611,medium,2/26/2010,2,26,201
POLO FIERISTICO VERONESE S.P.A.,35,7170,8600,medium,7/28/2009,7,28,200
FRANCIGENA S.R.L.,36,5788,8581,medium,11/9/2009,11,9,200
AGAC INFRASTRUTTURE S.P.A.,37,191,8581,medium,11/20/2009,11,20,200
GESTIONE SERVIZI MUNICIPALI NORD MILANO SRL O GESEM S.R.L.,38,5952,8573,medium,11/6/2009,11,6,200
ACQUEDOTTO VALTIGLIONE S.P.A. SIGLABILE A.V. S.P.A.,39,150,8562,medium,3/1/2008,3,1,200
C.I.A.P.I. di Priolo,40,9629,8553,medium,10/9/2009,10,9,200
Az. Serv. Pubblici Olbia,41,9819,8534,medium,10/27/2009,10,27,200
ARS - Agenzia regionale di sanita' della Toscana -,42,9128,8524,medium,7/1/2008,7,1,200
CAPANNORI SERVIZI S.R.L.,43,1314,8521,medium,8/29/2009,8,29,200
SAGA - SOCIETA' ABRUZZESE GESTIONE AEROPORTO S.P.A.,11,7483,8519,low,11/2/2009,11,2,200
FUNIVIE PICCOLO SAN BERNARDO S.P.A.,45,5809,8517,medium,9/29/2009,9,29,200
EDILIZIA PROVINCIALE GROSSETANA SPA IN FORMA ABBREVIATA E.P.G.SPA,46,5308,8506,medium,1/1/2009,1,1,200
SALERNO ENERGIA HOLDING S.P.A.,47,7489,8500,medium,2/25/2010,2,25,201
FONDAZIONE TEATRO REGIO DI PARMA,48,9087,8473,medium,10/1/2008,10,1,200
CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI RIMINI,49,9074,8465,medium,12/1/2008,12,1,200
Consorzio per lo Sviluppo Industriale e dei Servizi Reali alle Imprese di Bari,50,9554,8451,medium,9/10/2009,9,10,200
ARECHI MULTISERVICE S.P.A.,51,457,8444,medium,3/26/2009,3,26,200
SORARIS S.P.A.,52,7911,8437,medium,5/18/2009,5,18,200
INTERPORTO MARCHE S.P.A.,53,6155,8419,medium,6/23/2009,6,23,200
FORMIGINE PATRIMONIO S.R.L.,54,5781,8402,medium,11/21/2009,11,21,200
AZIENDA SPECIALE SERVIZI ALLA PERSONA ALTO MANTOVANO,55,890,8401,medium,10/1/2008,10,1,200
CISS CONSORZIO INTERCOMUNALE DEI SERVIZI SOCIALI PINEROLO,56,8949,8397,medium,11/10/2009,11,10,200
SERVIZI RIUNITI MIRA S.R.L.,57,7632,8389,medium,11/6/2009,11,6,200
ADSU Chieti - Azienda per il Diritto agli Studi Universitari,58,9307,8361,medium,6/1/2008,6,1,200
